movie_title,language,genres,num_user_for_reviews,num_critic_for_reviews,cast_total_facebook_likes,color,country,facenumber_in_poster,content_rating,budget,title_year,duration,num_voted_users,imdb_score,aspect_ratio,actor_2_facebook_likes,movie_facebook_likes,actor_3_facebook_likes,director_facebook_likes,actor_1_facebook_likes
Untraceable,English,Crime|Mystery|Thriller,247,192,7733,Color,USA,1,R,35000000,2008,101,42362,6.2,2.35,2100,2000,1500,41,2500
Predator 2,English,Action|Horror|Sci-Fi|Thriller,300,121,21086,Color,USA,0,R,35000000,1990,108,113803,6.2,1.37,2000,2600,1700,82,13000
Abduction,English,Action|Mystery|Thriller,174,178,7565,Color,USA,1,PG-13,35000000,2011,106,67370,5.1,2.35,1500,13000,328,320,5500
Flash Gordon,English,Action|Adventure|Sci-Fi,250,102,8213,Color,UK,3,PG,20000000,1980,111,40181,6.5,2.35,1400,13000,1200,23,2800
Alex Cross,English,Action|Crime|Mystery|Thriller,151,210,21056,Color,USA,0,PG-13,35000000,2012,101,29306,5.1,2.35,2700,11000,2600,364,3900
Blast from the Past,English,Comedy|Drama|Romance|Sci-Fi,242,94,14334,Color,USA,0,PG-13,35000000,1999,112,51137,6.6,2.35,3200,3400,1600,41,6700
Superhero Movie,English,Action|Comedy|Sci-Fi|Thriller,173,118,22433,Color,USA,6,PG-13,35000000,2008,75,54396,4.5,1.85,3200,1600,2700,84,7700
Jersey Girl,English,Comedy|Drama|Romance,362,163,14296,Color,USA,0,PG-13,35000000,2004,102,56482,6.2,2.35,3600,1800,1000,2300,6800
Midnight in the Garden of Good and Evil,English,Crime|Drama|Mystery|Thriller,220,93,33458,Color,USA,2,R,35000000,1997,155,32944,6.6,1.85,6100,3900,5600,17000,18000
Bridget Jones's Baby,English,Comedy|Romance,98,177,19136,Color,Ireland,1,R,35000000,2016,118,43352,6.6,2.35,2500,23000,1000,13,14000
Whiskey Tango Foxtrot,English,Biography|Comedy|Drama|War,112,176,21146,Color,USA,0,R,35000000,2016,112,36313,6.6,1.85,4700,10000,3800,43,5900
Heist,English,Action|Crime|Thriller,67,47,37200,Color,USA,1,R,9000000,2015,93,19993,6.1,2.35,3300,9500,3000,8,22000
Hoffa,English,Biography|Crime|Drama,69,33,16700,Color,USA,1,R,35000000,1992,140,17905,6.6,2.35,2900,1000,2600,2600,8500
Ella Enchanted,English,Comedy|Family|Fantasy|Romance,244,87,23036,Color,USA,5,PG,35000000,2004,96,50624,6.3,1.85,2300,1600,2100,13,11000
Hitman: Agent 47,English,Action|Crime|Thriller,175,187,2102,Color,USA,0,R,35000000,2015,96,70745,5.7,2.35,227,19000,67,19,1800
The X Files: I Want to Believe,English,Drama|Mystery|Sci-Fi|Thriller,492,271,10109,Color,USA,2,PG-13,30000000,2008,104,80633,5.9,2.35,2300,1600,1400,260,2500
Premium Rush,English,Action|Crime|Thriller,182,252,36910,Color,USA,0,PG-13,35000000,2012,91,98728,6.5,2.35,5000,20000,3900,198,23000
Broken City,English,Crime|Drama|Thriller,135,301,31052,Color,USA,3,R,35000000,2013,109,66401,6.2,2.35,7400,9300,3500,92,8900
Wonder Boys,English,Comedy|Drama,338,172,37552,Color,USA,0,R,55000000,2000,107,56119,7.4,2.35,4700,2300,2800,277,21000
Valiant,English,Adventure|Animation|Comedy|Family|War,80,94,32760,Color,UK,0,G,35000000,2005,76,16757,5.6,1.85,6700,550,6400,2,6900
Walk Hard: The Dewey Cox Story,English,Comedy|Music,201,172,7214,Color,USA,1,R,35000000,2007,96,57583,6.7,2.35,2900,3900,575,56,3200
Cursed,English,Comedy|Horror,327,159,19468,Color,Germany,0,PG-13,38000000,2005,97,26999,5,2.35,3100,1100,2900,6400,6100
The Four Feathers,English,Adventure|Drama|Romance|War,216,106,11771,Color,UK,2,PG-13,35000000,2002,132,29182,6.5,2.35,3000,1500,2700,162,3300
Furry Vengeance,English,Comedy|Family,88,100,11287,Color,USA,1,PG,35000000,2010,92,13001,3.8,1.85,3200,1900,1000,17,4600
Parker,English,Action|Crime|Romance|Thriller,146,224,39179,Color,USA,0,R,35000000,2013,118,95787,6.2,2.35,3600,18000,3500,142,26000
Wimbledon,English,Comedy|Romance|Sport,173,126,29086,Color,UK,1,PG-13,31000000,2004,98,53425,6.3,2.35,4800,1500,4100,13,9700
Krull,English,Action|Adventure|Fantasy,183,60,14803,Color,UK,2,PG,47000000,1983,116,24598,6.1,2.35,207,6700,148,175,14000
Bait,English,Action|Horror|Sci-Fi,86,144,8378,Color,Australia,1,R,30000000,2012,93,12413,5.2,1.85,1800,5200,1700,0,2200
Lions for Lambs,English,Drama|Thriller|War,299,228,44373,Color,USA,3,R,35000000,2007,92,42429,6.2,2.35,11000,1900,10000,6400,13000
Flight of the Intruder,English,Action|Drama|Thriller|War,44,12,13058,Color,USA,2,PG-13,35000000,1991,115,5060,5.7,2.35,2900,463,1700,500,3900
The Tree of Life,English,Drama|Fantasy,996,590,24234,Color,USA,0,PG-13,32000000,2011,139,143634,6.8,1.85,5400,39000,4700,2000,12000
American Outlaws,English,Action|Western,164,43,20493,Color,USA,2,PG-13,35000000,2001,94,12415,6,1.85,3600,439,2300,10,6400
The Shipping News,English,Drama,212,119,45867,Color,USA,2,R,35000000,2001,111,29468,6.8,2.35,9400,1900,6200,543,18000
Zoom,English,Action|Adventure|Comedy|Family|Sci-Fi,114,62,14019,Color,USA,5,PG,35000000,2006,83,15816,4.3,1.85,2200,536,2000,13,3800
The Young Victoria,English,Biography|Drama|History|Romance,102,189,21736,Color,UK,1,PG,35000000,2009,100,48083,7.3,2.35,4800,6600,3400,268,5700
Sabotage,English,Action|Crime|Drama|Thriller,215,237,29410,Color,USA,4,R,35000000,2014,109,50128,5.7,1.85,7700,10000,5300,536,7900
Knock Off,English,Action|Comedy|Thriller,143,67,13175,Color,Aruba,0,R,35000000,1998,91,12001,4.8,2.35,2100,497,668,87,9600
Whiteout,English,Action|Crime|Mystery|Thriller,145,167,20612,Color,USA,1,R,35000000,2009,101,33106,5.5,2.35,5900,1400,3600,57,7600
Unfinished Business,English,Comedy,91,94,19102,Color,USA,3,R,35000000,2015,91,25421,5.4,2.35,4300,2400,2600,34,8100
The Fountain,English,Drama|Sci-Fi,925,274,31375,Color,USA,0,PG-13,35000000,2006,96,199364,7.3,1.85,5300,24000,1300,4500,20000
The Walk,English,Adventure|Biography|Crime|Drama|Thriller,205,355,23033,Color,USA,0,PG,35000000,2015,123,92534,7.3,2.35,22,27000,6,1400,23000
Punisher: War Zone,English,Action|Crime|Drama|Thriller,284,152,10719,Color,USA,0,R,35000000,2008,103,51340,6,2.35,2600,2700,1300,211,3100
Mandela: Long Walk to Freedom,English,Biography|Drama|History,109,214,10403,Color,UK,1,PG-13,35000000,2013,141,22608,7.1,2.35,1600,13000,112,56,8500
The Order,English,Action|Crime|Sci-Fi|Thriller,,,4616,Color,USA,15,,,2017,,,,1,846,253,725,24,966
The Brothers Grimsby,English,Action|Adventure|Comedy,147,161,17481,Color,UK,2,R,35000000,2016,83,63602,6.2,2.35,3600,20000,3400,257,5900
A Good Year,English,Comedy|Drama|Romance,198,148,15710,Color,USA,1,PG-13,35000000,2006,117,74782,6.9,2.35,4500,9800,930,7400,7400
Warriors of Virtue,English,Action|Adventure|Fantasy,32,24,3636,Color,USA,0,PG,35000000,1997,101,2332,4.6,2.35,713,1100,460,32,1600
Femme Fatale,English,Crime|Drama|Mystery|Thriller,235,151,8083,Color,France,1,R,35000000,2002,114,29606,6.3,1.85,1300,723,613,1500,5700
Radio Flyer,English,Drama,71,10,9292,Color,USA,3,PG-13,35000000,1992,114,10772,6.9,2.35,2000,912,1400,521,3500
Biutiful,Spanish,Drama|Romance,128,286,8450,Color,Mexico,0,R,,2010,148,72923,7.5,2.35,30,30000,9,4600,8400
Luther,English,Crime|Drama|Mystery|Thriller,120,54,12399,Color,UK,1,TV-MA,,,60,80562,8.6,16,2000,23000,750,,8500
Smilla's Sense of Snow,English,Action|Drama|Sci-Fi|Thriller,101,50,9960,Color,Denmark,1,R,35000000,1997,121,12089,6.4,2.35,1300,700,1300,60,4200
"Blood In, Blood Out",English,Crime|Drama,131,12,11646,Color,USA,2,R,35000000,1993,180,24260,8,1.66,3300,6300,1200,142,3800
Lion of the Desert,English,Biography|Drama|History|War,55,24,2982, Black and White,Libya,0,PG,35000000,1980,173,10801,8.4,2.35,721,1400,311,287,1300
The Horseman on the Roof,French,Adventure|Drama|Romance|War,25,28,3429,Color,France,0,R,,1995,135,5015,7.1,2.35,846,356,542,24,1900
Playing for Keeps,English,Comedy|Romance|Sport,53,134,34043,Color,USA,5,PG-13,35000000,2012,105,25252,5.7,2.35,4300,5300,3400,128,18000
Ride with the Devil,English,Drama|Romance|War|Western,161,93,4105,Color,USA,0,R,35000000,1999,138,11484,6.8,2.35,1300,700,3,2600,2800
Trespass,English,Crime|Thriller,124,129,32632,Color,USA,2,R,35000000,2011,91,35949,5.3,2.35,8400,5400,5600,558,13000
Stolen,English,Action|Crime|Drama|Thriller,87,99,22545,Color,USA,1,R,35000000,2012,96,38442,5.5,2.35,3500,9800,2900,165,13000
Black Water Transit,English,Crime|Drama,,,17795,Color,USA,0,,23000000,2009,,227,7.1,,2600,26,2200,196,6300
Bandidas,English,Action|Comedy|Crime|Western,77,58,13436,Color,France,2,PG-13,32000000,2006,93,29926,5.7,2.35,4200,1300,2500,27,5300
The Lovers,English,Comedy,6,31,4940,Color,USA,1,R,,2017,94,243,6.4,,619,201,450,22,3200
The Darkest Hour,English,Action|Adventure|Horror|Sci-Fi|Thriller,215,195,9848,Color,USA,0,PG-13,30000000,2011,89,51051,4.9,2.35,2600,7200,1600,21,3500
The Maze Runner,English,Action|Mystery|Sci-Fi|Thriller,537,302,15211,Color,USA,0,PG-13,34000000,2014,113,335910,6.8,2.35,3600,39000,1900,49,4600
The Longest Ride,English,Drama|Romance,121,119,12262,Color,USA,0,PG-13,34000000,2015,123,58544,7.1,2.35,2300,24000,1600,96,2500
The Age of Innocence,English,Drama|Romance,151,58,18040,Color,USA,1,PG,30000000,1993,139,38297,7.2,2.35,4600,2300,3600,17000,8700
Ponyo,Japanese,Adventure|Animation|Comedy|Family|Fantasy,145,259,17,Color,Japan,0,G,34000000,2008,101,92014,7.7,1.85,5,10000,4,6100,6
Chill Factor,English,Action|Adventure|Comedy|Drama|Thriller,95,68,4847,Color,USA,0,R,70000000,1999,102,8544,5.2,2.35,1300,131,411,3,2200
I Dreamed of Africa,English,Adventure|Drama|Romance,63,53,13008,Color,USA,1,PG-13,50000000,2000,114,3874,5.6,2.35,1500,320,1200,47,8500
Thunder and the House of Magic,English,Adventure|Animation|Comedy|Family|Fantasy,19,61,2576,Color,Belgium,0,,34000000,2013,85,4752,6.3,2.35,327,1100,15,0,2200
The Astronaut's Wife,English,Drama|Sci-Fi|Thriller,263,106,54126,Color,USA,0,R,75000000,1999,109,47070,5.3,1.85,9100,1200,1300,7,40000
Reds,English,Biography|Drama|History|Romance,131,54,14468,Color,USA,0,PG,35000000,1981,195,17182,7.5,1.85,2000,2300,1300,742,8500
A Few Good Men,English,Drama|Thriller,329,80,36873,Color,USA,0,R,40000000,1992,138,191802,7.6,2.35,8500,9800,7200,9900,11000
Big Momma's House,English,Action|Comedy|Crime,149,99,13330,Color,USA,0,PG-13,30000000,2000,99,70008,5.1,1.85,2500,1000,2100,76,3900
Exit Wounds,English,Action|Comedy|Crime|Drama|Thriller,233,106,16118,Color,USA,0,R,50000000,2001,101,28455,5.5,2.35,3700,765,2100,44,4900
Step Up Revolution,English,Drama|Music|Romance,73,121,6084,Color,USA,0,PG-13,33000000,2012,99,47556,6.5,2.35,1200,19000,597,35,3000
Mike and Dave Need Wedding Dates,English,Adventure|Comedy|Romance,114,159,25267,Color,USA,3,R,33000000,2016,98,53553,6,2.39,7400,7000,2600,9,10000
Snakes on a Plane,English,Action|Adventure|Crime|Drama|Thriller,1034,286,14970,Color,Germany,0,R,33000000,2006,105,118960,5.6,2.35,2400,4300,2300,165,7500
The Punisher,English,Action|Adventure|Crime|Thriller,,,7649,Color,USA,0,,,,,,,,1700,301,506,,4900
The Watcher,English,Horror|Thriller,6,8,3233,Color,USA,0,TV-14,,2016,89,1493,5.4,16,502,562,466,0,754
Safe,English,Action|Crime|Thriller,138,257,39697,Color,USA,2,R,30000000,2012,94,88193,6.5,2.35,5800,12000,3100,137,26000
Doomsday,English,Action|Sci-Fi|Thriller,402,253,2892,Color,UK,1,R,30000000,2008,113,64613,6,2.35,163,3800,108,206,2500
Goal! The Dream Begins,English,Drama|Romance|Sport,114,91,3227,Color,USA,0,PG-13,10000000,2005,118,53078,6.8,2.35,601,3000,573,39,735
The Young and Prodigious T.S. Spivet,English,Action|Adventure|Drama|Family,32,124,11857,Color,France,1,PG,33000000,2013,105,12957,7.1,2.35,2200,5100,748,1300,7700
Pushing Tin,English,Comedy|Drama|Romance,176,57,28755,Color,USA,3,R,33000000,1999,124,25474,6,2.35,6200,858,5600,183,11000
Star Wars: Episode VI - Return of the Jedi,English,Action|Adventure|Fantasy|Sci-Fi,667,204,32815,Color,USA,3,PG,32500000,1983,131,742302,8.4,2.35,4800,14000,4500,39,11000
Freaks of Nature,English,Comedy|Horror|Sci-Fi,33,39,17685,Color,USA,3,R,,2015,92,7533,5.9,2.35,3300,3000,3100,6,3500
Bridesmaids,English,Comedy|Romance,490,373,15189,Color,USA,6,R,32500000,2011,125,228093,6.8,2.35,2900,27000,2900,185,3600
The Reader,English,Drama|Romance,379,299,23223,Color,USA,0,R,32000000,2008,124,199068,7.6,1.85,8700,16000,388,344,14000
The Big Wedding,English,Comedy|Drama|Romance,107,134,96443,Color,USA,9,R,35000000,2013,89,39674,5.6,2.35,22000,7400,9900,17,49000
Wanderlust,English,Comedy,139,162,21501,Color,USA,2,R,,2012,98,64495,5.6,1.85,4800,7600,2900,135,6600
Elf,English,Comedy|Family|Fantasy|Romance,411,156,48432,Color,USA,1,PG,33000000,2003,97,159579,6.9,1.85,11000,25000,8000,4100,22000
Phenomenon,English,Drama|Fantasy|Romance|Sci-Fi,121,52,14857,Color,USA,1,PG,32000000,1996,123,66083,6.4,2.35,3100,2900,2800,230,4600
This Is the End,English,Comedy|Fantasy,677,420,70363,Color,USA,6,R,32000000,2013,107,328138,6.6,2.35,11000,99000,9200,135,17000
Nacho Libre,English,Comedy|Family|Sport,444,163,4855,Color,Germany,1,PG,32000000,2006,92,68474,5.7,1.85,683,3900,643,100,3100
Snow Dogs,English,Adventure|Comedy|Family|Sport,100,67,6775,Color,Canada,1,PG,35000000,2002,99,21330,5.1,1.85,1200,1100,858,32,2200
Scrooged,English,Comedy|Drama|Fantasy|Romance,165,91,20759,Color,USA,1,PG-13,32000000,1988,101,67120,7,1.85,1600,14000,1200,521,13000
Takers,English,Action|Crime|Thriller,134,121,47021,Color,USA,5,PG-13,20000000,2010,107,48831,6.2,2.35,8500,9200,4100,34,23000
Source Code,English,Mystery|Romance|Sci-Fi|Thriller,579,526,26147,Color,USA,3,PG-13,32000000,2011,93,405275,7.5,1.85,4700,57000,3500,1200,15000
Men of Honor,English,Biography|Drama,234,99,40407,Color,USA,0,R,32000000,2000,129,93438,7.2,2.35,9100,5000,2300,96,22000
Stigmata,English,Horror,400,135,8608,Color,USA,0,R,29000000,1999,103,56365,6.2,2.35,1400,2800,1300,10,1700
The Transporter 2/The Baxter/The Underclassman,,News,,,0,,,4,,,,26,,,,,0,,,
"Big Mommas: Like Father, Like Son",English,Action|Comedy|Crime,47,85,11452,Color,USA,2,PG-13,32000000,2011,107,20933,4.4,2.35,2100,4400,1200,13,4600
The Number 23,English,Mystery|Thriller,388,222,27896,Color,USA,1,R,32000000,2007,101,171141,6.4,2.35,8000,10000,2500,558,8900
Alive,English,Adventure|Biography|Drama|Thriller,115,43,5519,Color,USA,3,R,32000000,1993,120,41264,7.1,1.85,360,5100,259,165,3400
Dreamer: Inspired by a True Story,English,Drama|Family|Sport,110,75,23951,Color,USA,1,PG,32000000,2005,106,10463,6.9,2.35,3600,1200,3600,70,6900
A History of Violence,English,Crime|Drama|Thriller,1126,444,17232,Color,USA,2,R,32000000,2005,96,195637,7.5,1.85,2900,6700,1500,2300,10000
1941,English,Action|Comedy|War,219,59,28131,Color,USA,5,PG,35000000,1979,118,26326,5.9,2.35,3500,2300,2700,14000,16000
The Incredible Burt Wonderstone,English,Comedy,160,260,50492,Color,USA,5,PG-13,30000000,2013,100,62810,5.9,2.35,10000,13000,8900,35,12000
The Quick and the Dead,English,Action|Romance|Thriller|Western,223,62,51789, Black and White,Japan,0,R,32000000,1995,107,72226,6.4,1.85,7400,3100,2700,1300,29000
Laws of Attraction,English,Comedy|Romance,103,89,17607,Color,Ireland,1,PG-13,28000000,2004,90,19503,5.9,2.35,3400,725,2600,32,9400
Going the Distance,English,Comedy|Romance,115,166,18891,Color,USA,0,R,32000000,2010,102,51968,6.3,2.35,3300,8100,2200,12,4300
Bringing Out the Dead,English,Drama|Thriller,383,163,24573,Color,USA,0,R,55000000,1999,121,55025,6.8,2.35,3300,2300,2900,17000,13000
Repo Men,English,Action|Crime|Sci-Fi|Thriller,188,197,19190,Color,USA,0,R,32000000,2010,111,90535,6.3,2.35,4000,12000,3200,242,6100
Dragon Wars: D-War,English,Action|Drama|Fantasy|Horror|Thriller,364,93,6985,Color,South Korea,0,PG-13,35000000,2007,107,21918,3.6,2.35,1700,1200,913,24,1900
Cats Don't Dance,English,Animation|Comedy|Family|Fantasy|Musical,50,18,15313,Color,USA,0,G,32000000,1997,75,5853,6.9,1.33,2900,718,2100,11,3100
Bogus,English,Comedy|Family|Fantasy,30,16,7862,Color,USA,3,PG,30000000,1996,110,5340,5.3,1.85,2300,362,1500,282,3100
Cradle Will Rock,English,Drama,161,69,32098,Color,USA,2,R,32000000,1999,132,8182,6.9,2.35,5600,712,2600,5900,13000
The Good German,English,Drama|Mystery|Thriller,177,182,20969, Black and White,USA,2,R,32000000,2006,105,22036,6.1,1.66,6200,573,2800,1500,9500
George and the Dragon,English,Action|Adventure|Comedy|Fantasy|Romance,30,12,16737,Color,UK,4,PG,32000000,2004,93,3168,5.7,2.35,3500,295,2000,0,8200
Apocalypse Now,English,Drama|War,1010,270,32884,Color,USA,0,R,31500000,1979,153,479784,8.5,2.35,10000,20000,3200,3700,11000
Criminal,English,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,149,162,58192,Color,USA,2,R,31500000,2016,113,38634,6.3,2.35,10000,8700,7900,36,16000
Mr. Holland's Opus,English,Drama|Music,157,41,8692,Color,USA,0,PG,23000000,1995,143,31181,7.3,2.35,2500,3500,1300,82,2600
Flight,English,Drama|Thriller,497,452,23769,Color,USA,0,R,31000000,2012,138,276570,7.3,2.35,1600,64000,1000,1400,19000
Out of Africa,English,Biography|Drama|Romance,201,67,20989,Color,USA,0,PG,31000000,1985,161,56136,7.2,1.85,6400,5300,933,533,13000
The Grand Budapest Hotel,English,Adventure|Comedy|Drama,668,545,69453,Color,USA,0,R,25000000,2014,99,531747,8.1,1.37,8800,153000,8700,8400,13000
Moonraker,English,Action|Adventure|Sci-Fi|Thriller,299,123,9504,Color,UK,2,PG,34000000,1979,126,73391,6.3,2.35,3500,2600,264,46,4900
Vacation,English,Adventure|Comedy,234,212,50704,Color,USA,4,R,31000000,2015,99,74708,6.1,2.35,12000,29000,2200,1800,26000
Hearts in Atlantis,English,Drama|Mystery,270,134,27041,Color,USA,1,PG-13,31000000,2001,101,31445,6.9,2.35,6100,1800,4700,97,12000
Arachnophobia,English,Comedy|Fantasy|Horror|Thriller,141,75,6552,Color,USA,0,PG-13,31000000,1990,103,52624,6.4,1.85,1500,5300,716,165,3300
Frequency,English,Drama|Fantasy|Mystery|Sci-Fi|Thriller,49,7,3363,Color,USA,2,,,,42,8659,7.7,,822,2800,745,,1100
Extraordinary Measures,English,Drama,63,128,21118,Color,USA,2,PG,31000000,2010,106,14772,6.5,1.85,3200,3000,1600,13,11000
Get Shorty,English,Comedy|Crime|Thriller,154,96,25419,Color,USA,4,R,30250000,1995,105,65282,6.9,1.85,4600,1600,3900,196,8000
Ghostbusters,English,Action|Comedy|Fantasy|Sci-Fi,1681,642,14781,Color,USA,4,PG-13,144000000,2016,116,148312,5.3,2.35,2900,75000,2000,185,7300
Chicago,English,Comedy|Crime|Musical,1026,223,12419, Black and White,USA,0,PG-13,45000000,2002,113,181736,7.2,1.85,2900,4600,2500,280,3400
Toy Story,English,Adventure|Animation|Comedy|Family|Fantasy,406,169,27701,Color,USA,1,G,30000000,1995,81,674877,8.3,1.85,3300,8000,2100,509,15000
Big Daddy,English,Comedy|Drama|Family,291,111,32513,Color,USA,1,PG-13,34200000,1999,93,169037,6.4,1.85,11000,2900,2200,230,12000
American Pie 2,English,Comedy,433,140,16779,Color,USA,11,R,30000000,2001,108,208509,6.4,1.85,3000,1500,1800,6,3100
The Vow,English,Drama|Romance,167,211,34369,Color,USA,0,PG-13,30000000,2012,104,156284,6.8,2.35,8300,33000,2900,23,17000
Speed,English,Action|Adventure|Crime|Thriller,383,121,35543,Color,USA,0,R,30000000,1994,116,273955,7.2,2.35,8700,6300,3200,109,19000
The Hunt for Red October,English,Action|Adventure|Thriller,248,104,29313,Color,USA,1,PG,30000000,1990,135,149985,7.6,2.35,6700,8700,3600,467,7300
Lee Daniels' The Butler,English,Biography|Drama,333,305,22831,Color,USA,0,PG-13,30000000,2013,132,93395,7.2,1.85,2800,42000,1100,322,15000
Remember the Titans,English,Biography|Drama|Sport,406,157,63791,Color,USA,1,PG,30000000,2000,113,168884,7.8,2.35,19000,10000,3900,137,33000
Dodgeball: A True Underdog Story,English,Comedy|Sport,397,193,25469, Black and White,USA,0,PG-13,20000000,2004,92,194703,6.7,2.35,3700,3600,3500,47,4700
District 9,English,Action|Sci-Fi|Thriller,1273,477,2649,Color,South Africa,0,R,30000000,2009,112,557234,8,1.85,434,23000,108,686,2000
Ace Ventura: When Nature Calls,English,Adventure|Comedy|Crime,180,61,12994,Color,USA,1,PG-13,30000000,1995,90,168911,6.3,2.35,1800,2400,551,179,8900
The Addams Family,English,Comedy|Fantasy,133,56,15656,Color,USA,6,PG-13,30000000,1991,99,102207,6.8,1.85,3100,5500,1100,196,8700
The Princess Diaries,English,Comedy|Family|Romance,305,110,20897,Color,USA,2,G,26000000,2001,111,101105,6.2,1.85,2700,2300,2100,3000,11000
Analyze This,English,Comedy|Crime,339,147,27042,Color,USA,2,R,80000000,1999,103,128726,6.7,1.85,1400,2300,1200,11000,22000
The First Wives Club,English,Comedy,117,50,18964,Color,USA,3,PG,26000000,1996,103,33783,6.2,1.85,2700,2500,2000,41,5500
Million Dollar Baby,English,Drama|Sport,1122,269,43460,Color,USA,1,PG-13,30000000,2004,132,516435,8.1,2.35,11000,14000,3900,17000,17000
Se7en,English,Crime|Drama|Mystery|Thriller,1110,226,47404,Color,USA,0,R,33000000,1995,127,1104226,8.6,2.35,12000,41000,11000,21000,18000
Sisters,English,Comedy,149,171,12910,Color,USA,2,R,30000000,2015,118,50339,6,2.35,2200,15000,2000,38,2800
Mystic River,English,Crime|Drama|Mystery|Thriller,944,231,28274,Color,USA,0,R,25000000,2003,138,354900,8,2.35,5900,13000,4700,17000,7200
Pokemon: The First Movie,,Animation,,,9,,,0,,,,,,,,,0,,,9
The SpongeBob SquarePants Movie,English,Adventure|Animation|Comedy|Family|Fantasy,191,89,31857,Color,USA,0,PG,30000000,2004,87,62546,7,1.85,3400,1400,3200,46,19000
Up in the Air,English,Drama|Romance,459,398,70232,Color,USA,0,R,25000000,2009,109,279856,7.4,1.85,10000,19000,9500,659,24000
The Notebook,English,Drama|Romance,1123,176,49604,Color,USA,0,PG-13,29000000,2004,123,421751,7.9,2.35,8300,59000,6800,421,33000
Hannah Montana: The Movie,English,Comedy|Drama|Family|Music|Romance,144,130,17389,Color,USA,2,G,30000000,2009,102,33470,4.2,1.85,3200,1600,2900,26,4500
Rugrats in Paris: The Movie,English,Adventure|Animation|Comedy|Family|Romance,50,41,13779,Color,Germany,1,G,30000000,2000,78,8704,6.1,1.85,2600,189,2100,0,3000
